,Symbol,Open,High,Low,Close,Volume,Daily Return
2022-11-18,GS,381.2800,382.8300,377.3900,379.2,2384735,-0.15271999578703177
2022-11-21,GS,378.9000,380.7700,375.4200,380.21,1877529,0.2663502109704563
2022-11-22,GS,381.4000,385.8250,381.4000,383.87,2019816,0.9626259172562657
2022-11-23,GS,383.9000,388.2000,383.4100,386.25,1865756,0.6200015630291489
2022-11-25,GS,385.7600,389.4400,385.1800,388.86,1129250,0.6757281553398053
2022-11-28,GS,385.4300,388.3900,380.8900,382.36,2232764,-1.6715527439181144
2022-11-29,GS,381.1300,384.9300,379.2600,383.71,1746942,0.35307040485406116
2022-11-30,GS,382.5000,386.1500,375.1000,386.15,2964127,0.635896901305677
2022-12-01,GS,386.5000,386.5000,380.4500,383.81,1706386,-0.6059821312961233
2022-12-02,GS,381.5200,382.5200,378.4000,380.58,1932530,-0.8415622313123761
2022-12-05,GS,378.5500,378.8700,369.3100,371.54,2329570,-2.375321877134895
2022-12-06,GS,369.4800,370.3700,360.3300,362.91,3081920,-2.322764709048819
2022-12-07,GS,362.4900,365.3000,358.1500,359.92,2128204,-0.8238957317241224
2022-12-08,GS,362.0300,362.5900,356.0550,358.08,1967822,-0.5112247166036976
2022-12-09,GS,356.7100,361.6400,356.2138,359.14,1588812,0.29602323503128414
2022-12-12,GS,358.5700,364.0100,356.3400,363.18,1750370,1.1249095060422265
2022-12-13,GS,374.6300,378.5600,365.5100,368.69,3062618,1.517154028305523
2022-12-14,GS,367.0100,368.8250,359.4500,360.38,2519710,-2.2539260625457747
2022-12-15,GS,354.4800,356.1050,347.9400,349.83,3164047,-2.927465453132805
2022-12-16,GS,345.0800,347.7800,343.4056,346.35,5008921,-0.9947688877454675
2022-12-19,GS,346.2700,348.3983,342.6300,344.61,1646653,-0.5023819835426657
2022-12-20,GS,345.9900,347.4200,343.4900,344.49,1622994,-0.03482197266475584
2022-12-21,GS,348.2600,350.8800,346.8900,350.16,1923118,1.6459113472089282
2022-12-22,GS,347.1600,348.0500,339.8800,345.58,1529264,-1.3079734978295732
2022-12-23,GS,344.8400,347.7600,343.1100,345.51,1062061,-0.020255801840385335
2022-12-27,GS,346.5100,347.7500,341.7900,341.97,1035110,-1.0245723712772326
2022-12-28,GS,340.5000,342.8470,339.3000,340.87,1117275,-0.3216656431850762
2022-12-29,GS,342.4400,344.6400,341.2396,343.43,1273551,0.7510194502302836
2022-12-30,GS,341.7400,343.6900,339.4000,343.38,1031535,-0.014559007658043743
2023-01-03,GS,345.5000,348.6000,342.8050,346.22,1589777,0.8270720484594429
